2022-12-21 00:12:308 INFO  HomePage :52 - Enter job title : tester
2022-12-21 01:12:688 INFO  HomePage :77 - Enter maximum salary : [[ChromeDriver: chrome on WINDOWS (37d4a93327c8a09a3f318054f36a543e)] -> id: salarymax]
2022-12-21 01:12:798 INFO  HomePage :82 - Select salary type : [[ChromeDriver: chrome on WINDOWS (37d4a93327c8a09a3f318054f36a543e)] -> id: salarytype]
2022-12-21 01:12:925 INFO  HomePage :87 - Select job type : [[ChromeDriver: chrome on WINDOWS (37d4a93327c8a09a3f318054f36a543e)] -> id: tempperm]
2022-12-21 01:12:121 INFO  HomePage :92 - Click on find jobs button : [[ChromeDriver: chrome on WINDOWS (37d4a93327c8a09a3f318054f36a543e)] -> id: hp-search-btn]
2022-12-21 01:12:746 INFO  HomePage :52 - Enter job title : Tester
2022-12-21 01:12:541 INFO  HomePage :57 - Enter location : Harrow
2022-12-21 01:12:679 INFO  HomePage :62 - Select distance : up to 5 miles
2022-12-21 01:12:947 INFO  HomePage :67 - Click on more search option : [[ChromeDriver: chrome on WINDOWS (e82ebe9ee94f3025469fb81817b51c0f)] -> id: toggle-hp-search]
2022-12-21 01:12:165 INFO  HomePage :72 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (e82ebe9ee94f3025469fb81817b51c0f)] -> id: salarymin]
2022-12-21 01:12:322 INFO  HomePage :77 - Enter maximum salary : [[ChromeDriver: chrome on WINDOWS (e82ebe9ee94f3025469fb81817b51c0f)] -> id: salarymax]
2022-12-21 01:12:448 INFO  HomePage :82 - Select salary type : [[ChromeDriver: chrome on WINDOWS (e82ebe9ee94f3025469fb81817b51c0f)] -> id: salarytype]
2022-12-21 01:12:539 INFO  HomePage :87 - Select job type : [[ChromeDriver: chrome on WINDOWS (e82ebe9ee94f3025469fb81817b51c0f)] -> id: tempperm]
2022-12-21 01:12:700 INFO  HomePage :92 - Click on find jobs button : [[ChromeDriver: chrome on WINDOWS (e82ebe9ee94f3025469fb81817b51c0f)] -> id: hp-search-btn]
2022-12-21 01:12:924 INFO  HomePage :52 - Enter job title : Tester
2022-12-21 01:12:880 INFO  HomePage :52 - Enter job title : Test Engineer
2022-12-21 01:12:876 INFO  HomePage :52 - Enter job title : Administrator
2022-12-21 01:12:702 INFO  HomePage :52 - Enter job title : Electrician
2022-12-21 01:12:48 INFO  HomePage :52 - Enter job title : Accountant
2022-12-21 01:12:728 INFO  HomePage :52 - Enter job title : Tester
2022-12-21 01:12:768 INFO  HomePage :52 - Enter job title : Tester
2022-12-21 01:12:574 INFO  HomePage :57 - Enter location : Harrow
2022-12-21 01:12:707 INFO  HomePage :62 - Select distance : up to 5 miles
2022-12-21 01:12:989 INFO  HomePage :67 - Click on more search option : [[ChromeDriver: chrome on WINDOWS (62633bf888d963ab59f6766c6b637696)] -> id: toggle-hp-search]
2022-12-21 01:12:207 INFO  HomePage :72 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (62633bf888d963ab59f6766c6b637696)] -> id: salarymin]
2022-12-21 01:12:349 INFO  HomePage :77 - Enter maximum salary : [[ChromeDriver: chrome on WINDOWS (62633bf888d963ab59f6766c6b637696)] -> id: salarymax]
2022-12-21 01:12:473 INFO  HomePage :82 - Select salary type : [[ChromeDriver: chrome on WINDOWS (62633bf888d963ab59f6766c6b637696)] -> id: salarytype]
2022-12-21 01:12:564 INFO  HomePage :87 - Select job type : [[ChromeDriver: chrome on WINDOWS (62633bf888d963ab59f6766c6b637696)] -> id: tempperm]
2022-12-21 01:12:702 INFO  HomePage :92 - Click on find jobs button : [[ChromeDriver: chrome on WINDOWS (62633bf888d963ab59f6766c6b637696)] -> id: hp-search-btn]
2022-12-21 01:12:301 INFO  HomePage :52 - Enter job title : Tester
2022-12-21 01:12:75 INFO  HomePage :57 - Enter location : Harrow
2022-12-21 01:12:235 INFO  HomePage :62 - Select distance : up to 5 miles
2022-12-21 01:12:477 INFO  HomePage :67 - Click on more search option : [[ChromeDriver: chrome on WINDOWS (e65cfdccda9bc73449b596e8a79553fa)] -> id: toggle-hp-search]
2022-12-21 01:12:660 INFO  HomePage :72 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (e65cfdccda9bc73449b596e8a79553fa)] -> id: salarymin]
2022-12-21 01:12:834 INFO  HomePage :77 - Enter maximum salary : [[ChromeDriver: chrome on WINDOWS (e65cfdccda9bc73449b596e8a79553fa)] -> id: salarymax]
2022-12-21 01:12:962 INFO  HomePage :82 - Select salary type : [[ChromeDriver: chrome on WINDOWS (e65cfdccda9bc73449b596e8a79553fa)] -> id: salarytype]
2022-12-21 01:12:55 INFO  HomePage :87 - Select job type : [[ChromeDriver: chrome on WINDOWS (e65cfdccda9bc73449b596e8a79553fa)] -> id: tempperm]
2022-12-21 01:12:199 INFO  HomePage :92 - Click on find jobs button : [[ChromeDriver: chrome on WINDOWS (e65cfdccda9bc73449b596e8a79553fa)] -> id: hp-search-btn]
2022-12-21 01:12:510 INFO  HomePage :52 - Enter job title : Tester
2022-12-21 01:12:981 INFO  HomePage :52 - Enter job title : Tester
2022-12-21 01:12:267 INFO  HomePage :57 - Enter location : Harrow
2022-12-21 01:12:909 INFO  HomePage :62 - Select distance : up to 5 miles
2022-12-21 01:12:137 INFO  HomePage :67 - Click on more search option : [[ChromeDriver: chrome on WINDOWS (e8d70d7e81fe43c4c03bef009b0ac14f)] -> id: toggle-hp-search]
2022-12-21 01:12:436 INFO  HomePage :72 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (e8d70d7e81fe43c4c03bef009b0ac14f)] -> id: salarymin]
2022-12-21 01:12:567 INFO  HomePage :77 - Enter maximum salary : [[ChromeDriver: chrome on WINDOWS (e8d70d7e81fe43c4c03bef009b0ac14f)] -> id: salarymax]
2022-12-21 01:12:707 INFO  HomePage :82 - Select salary type : [[ChromeDriver: chrome on WINDOWS (e8d70d7e81fe43c4c03bef009b0ac14f)] -> id: salarytype]
2022-12-21 01:12:822 INFO  HomePage :87 - Select job type : [[ChromeDriver: chrome on WINDOWS (e8d70d7e81fe43c4c03bef009b0ac14f)] -> id: tempperm]
2022-12-21 01:12:996 INFO  HomePage :92 - Click on find jobs button : [[ChromeDriver: chrome on WINDOWS (e8d70d7e81fe43c4c03bef009b0ac14f)] -> id: hp-search-btn]
2022-12-21 01:12:350 INFO  HomePage :52 - Enter job title : Tester
2022-12-21 01:12:311 INFO  HomePage :52 - Enter job title : Tester
2022-12-21 01:12:575 INFO  HomePage :57 - Enter location : East london
2022-12-21 01:12:739 INFO  HomePage :62 - Select distance : up to 10 miles
2022-12-21 01:12:992 INFO  HomePage :67 - Click on more search option : [[ChromeDriver: chrome on WINDOWS (a9db39786a759fded5dfce97693d4f61)] -> id: toggle-hp-search]
2022-12-21 01:12:163 INFO  HomePage :72 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (a9db39786a759fded5dfce97693d4f61)] -> id: salarymin]
2022-12-21 01:12:348 INFO  HomePage :77 - Enter maximum salary : [[ChromeDriver: chrome on WINDOWS (a9db39786a759fded5dfce97693d4f61)] -> id: salarymax]
2022-12-21 01:12:491 INFO  HomePage :82 - Select salary type : [[ChromeDriver: chrome on WINDOWS (a9db39786a759fded5dfce97693d4f61)] -> id: salarytype]
2022-12-21 01:12:641 INFO  HomePage :87 - Select job type : [[ChromeDriver: chrome on WINDOWS (a9db39786a759fded5dfce97693d4f61)] -> id: tempperm]
2022-12-21 01:12:813 INFO  HomePage :92 - Click on find jobs button : [[ChromeDriver: chrome on WINDOWS (a9db39786a759fded5dfce97693d4f61)] -> id: hp-search-btn]
2022-12-21 01:12:272 INFO  HomePage :52 - Enter job title : Tester
2022-12-21 01:12:582 INFO  HomePage :57 - Enter location : Harrow
2022-12-21 01:12:879 INFO  HomePage :62 - Select distance : up to 5 miles
2022-12-21 01:12:387 INFO  HomePage :67 - Click on more search option : [[ChromeDriver: chrome on WINDOWS (7ef7ac4b6f9712717f2b4996c99f15fc)] -> id: toggle-hp-search]
2022-12-21 01:12:585 INFO  HomePage :72 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (7ef7ac4b6f9712717f2b4996c99f15fc)] -> id: salarymin]
2022-12-21 01:12:833 INFO  HomePage :77 - Enter maximum salary : [[ChromeDriver: chrome on WINDOWS (7ef7ac4b6f9712717f2b4996c99f15fc)] -> id: salarymax]
2022-12-21 01:12:945 INFO  HomePage :82 - Select salary type : [[ChromeDriver: chrome on WINDOWS (7ef7ac4b6f9712717f2b4996c99f15fc)] -> id: salarytype]
2022-12-21 01:12:36 INFO  HomePage :87 - Select job type : [[ChromeDriver: chrome on WINDOWS (7ef7ac4b6f9712717f2b4996c99f15fc)] -> id: tempperm]
2022-12-21 01:12:188 INFO  HomePage :92 - Click on find jobs button : [[ChromeDriver: chrome on WINDOWS (7ef7ac4b6f9712717f2b4996c99f15fc)] -> id: hp-search-btn]
2022-12-21 01:12:689 INFO  HomePage :52 - Enter job title : Tester
2022-12-21 01:12:378 INFO  HomePage :57 - Enter location : East london
2022-12-21 01:12:548 INFO  HomePage :62 - Select distance : up to 10 miles
2022-12-21 01:12:913 INFO  HomePage :67 - Click on more search option : [[ChromeDriver: chrome on WINDOWS (57e6902bfd558d2304f405296ffb8e46)] -> id: toggle-hp-search]
2022-12-21 01:12:233 INFO  HomePage :72 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (57e6902bfd558d2304f405296ffb8e46)] -> id: salarymin]
2022-12-21 01:12:376 INFO  HomePage :77 - Enter maximum salary : [[ChromeDriver: chrome on WINDOWS (57e6902bfd558d2304f405296ffb8e46)] -> id: salarymax]
2022-12-21 01:12:524 INFO  HomePage :82 - Select salary type : [[ChromeDriver: chrome on WINDOWS (57e6902bfd558d2304f405296ffb8e46)] -> id: salarytype]
2022-12-21 01:12:660 INFO  HomePage :87 - Select job type : [[ChromeDriver: chrome on WINDOWS (57e6902bfd558d2304f405296ffb8e46)] -> id: tempperm]
2022-12-21 01:12:861 INFO  HomePage :92 - Click on find jobs button : [[ChromeDriver: chrome on WINDOWS (57e6902bfd558d2304f405296ffb8e46)] -> id: hp-search-btn]
2022-12-21 01:12:106 INFO  HomePage :52 - Enter job title : Tester
2022-12-21 01:12:383 INFO  HomePage :52 - Enter job title : Tester
2022-12-21 01:12:60 INFO  HomePage :57 - Enter location : East london
2022-12-21 01:12:326 INFO  HomePage :62 - Select distance : up to 10 miles
2022-12-21 01:12:601 INFO  HomePage :67 - Click on more search option : [[ChromeDriver: chrome on WINDOWS (43affeb5e4b7c0c89eb8afa45cbb1f37)] -> id: toggle-hp-search]
2022-12-21 01:12:798 INFO  HomePage :72 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (43affeb5e4b7c0c89eb8afa45cbb1f37)] -> id: salarymin]
2022-12-21 01:12:963 INFO  HomePage :77 - Enter maximum salary : [[ChromeDriver: chrome on WINDOWS (43affeb5e4b7c0c89eb8afa45cbb1f37)] -> id: salarymax]
2022-12-21 01:12:108 INFO  HomePage :82 - Select salary type : [[ChromeDriver: chrome on WINDOWS (43affeb5e4b7c0c89eb8afa45cbb1f37)] -> id: salarytype]
2022-12-21 01:12:248 INFO  HomePage :87 - Select job type : [[ChromeDriver: chrome on WINDOWS (43affeb5e4b7c0c89eb8afa45cbb1f37)] -> id: tempperm]
2022-12-21 01:12:409 INFO  HomePage :92 - Click on find jobs button : [[ChromeDriver: chrome on WINDOWS (43affeb5e4b7c0c89eb8afa45cbb1f37)] -> id: hp-search-btn]
2022-12-21 01:12:305 INFO  HomePage :52 - Enter job title : Test Engineer
2022-12-21 01:12:939 INFO  HomePage :57 - Enter location : London
2022-12-21 01:12:163 INFO  HomePage :62 - Select distance : up to 7 miles
2022-12-21 01:12:477 INFO  HomePage :67 - Click on more search option : [[ChromeDriver: chrome on WINDOWS (93d9226f51d80e9afb92e719b1882390)] -> id: toggle-hp-search]
2022-12-21 01:12:701 INFO  HomePage :72 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (93d9226f51d80e9afb92e719b1882390)] -> id: salarymin]
2022-12-21 01:12:870 INFO  HomePage :77 - Enter maximum salary : [[ChromeDriver: chrome on WINDOWS (93d9226f51d80e9afb92e719b1882390)] -> id: salarymax]
2022-12-21 01:12:984 INFO  HomePage :82 - Select salary type : [[ChromeDriver: chrome on WINDOWS (93d9226f51d80e9afb92e719b1882390)] -> id: salarytype]
2022-12-21 01:12:86 INFO  HomePage :87 - Select job type : [[ChromeDriver: chrome on WINDOWS (93d9226f51d80e9afb92e719b1882390)] -> id: tempperm]
2022-12-21 01:12:247 INFO  HomePage :92 - Click on find jobs button : [[ChromeDriver: chrome on WINDOWS (93d9226f51d80e9afb92e719b1882390)] -> id: hp-search-btn]
2022-12-21 01:12:75 INFO  HomePage :52 - Enter job title : Administrator
2022-12-21 01:12:665 INFO  HomePage :52 - Enter job title : Electrician
2022-12-21 01:12:973 INFO  HomePage :52 - Enter job title : Accountant
2022-12-21 01:12:539 INFO  HomePage :52 - Enter job title : Tester
2022-12-21 01:12:224 INFO  HomePage :57 - Enter location : Harrow
2022-12-21 01:12:501 INFO  HomePage :62 - Select distance : up to 5 miles
2022-12-21 01:12:726 INFO  HomePage :67 - Click on more search option : [[ChromeDriver: chrome on WINDOWS (169f3137c718e1648a4f3083684a822e)] -> id: toggle-hp-search]
2022-12-21 01:12:968 INFO  HomePage :72 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (169f3137c718e1648a4f3083684a822e)] -> id: salarymin]
2022-12-21 01:12:132 INFO  HomePage :77 - Enter maximum salary : [[ChromeDriver: chrome on WINDOWS (169f3137c718e1648a4f3083684a822e)] -> id: salarymax]
2022-12-21 01:12:252 INFO  HomePage :82 - Select salary type : [[ChromeDriver: chrome on WINDOWS (169f3137c718e1648a4f3083684a822e)] -> id: salarytype]
2022-12-21 01:12:346 INFO  HomePage :87 - Select job type : [[ChromeDriver: chrome on WINDOWS (169f3137c718e1648a4f3083684a822e)] -> id: tempperm]
2022-12-21 01:12:525 INFO  HomePage :92 - Click on find jobs button : [[ChromeDriver: chrome on WINDOWS (169f3137c718e1648a4f3083684a822e)] -> id: hp-search-btn]
2022-12-21 01:12:296 INFO  HomePage :52 - Enter job title : Tester
2022-12-21 01:12:372 INFO  HomePage :52 - Enter job title : Test Engineer
2022-12-21 01:12:375 INFO  HomePage :52 - Enter job title : Administrator
2022-12-21 01:12:91 INFO  HomePage :57 - Enter location : West London
2022-12-21 01:12:265 INFO  HomePage :62 - Select distance : up to 10 miles
2022-12-21 01:12:558 INFO  HomePage :67 - Click on more search option : [[ChromeDriver: chrome on WINDOWS (ec493ac09bc288acb0ae29645aeb1dc4)] -> id: toggle-hp-search]
2022-12-21 01:12:803 INFO  HomePage :72 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (ec493ac09bc288acb0ae29645aeb1dc4)] -> id: salarymin]
2022-12-21 01:12:46 INFO  HomePage :77 - Enter maximum salary : [[ChromeDriver: chrome on WINDOWS (ec493ac09bc288acb0ae29645aeb1dc4)] -> id: salarymax]
2022-12-21 01:12:166 INFO  HomePage :82 - Select salary type : [[ChromeDriver: chrome on WINDOWS (ec493ac09bc288acb0ae29645aeb1dc4)] -> id: salarytype]
2022-12-21 01:12:279 INFO  HomePage :87 - Select job type : [[ChromeDriver: chrome on WINDOWS (ec493ac09bc288acb0ae29645aeb1dc4)] -> id: tempperm]
2022-12-21 01:12:421 INFO  HomePage :92 - Click on find jobs button : [[ChromeDriver: chrome on WINDOWS (ec493ac09bc288acb0ae29645aeb1dc4)] -> id: hp-search-btn]
2022-12-21 01:12:210 INFO  HomePage :52 - Enter job title : Electrician
2022-12-21 01:12:492 INFO  HomePage :57 - Enter location : Wembley
2022-12-21 01:12:123 INFO  HomePage :62 - Select distance : up to 5 miles
2022-12-21 01:12:376 INFO  HomePage :67 - Click on more search option : [[ChromeDriver: chrome on WINDOWS (7b74f10e149d8897e5eec5d928c90fe4)] -> id: toggle-hp-search]
2022-12-21 01:12:552 INFO  HomePage :72 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (7b74f10e149d8897e5eec5d928c90fe4)] -> id: salarymin]
2022-12-21 01:12:749 INFO  HomePage :77 - Enter maximum salary : [[ChromeDriver: chrome on WINDOWS (7b74f10e149d8897e5eec5d928c90fe4)] -> id: salarymax]
2022-12-21 01:12:854 INFO  HomePage :82 - Select salary type : [[ChromeDriver: chrome on WINDOWS (7b74f10e149d8897e5eec5d928c90fe4)] -> id: salarytype]
2022-12-21 01:12:996 INFO  HomePage :87 - Select job type : [[ChromeDriver: chrome on WINDOWS (7b74f10e149d8897e5eec5d928c90fe4)] -> id: tempperm]
2022-12-21 01:12:129 INFO  HomePage :92 - Click on find jobs button : [[ChromeDriver: chrome on WINDOWS (7b74f10e149d8897e5eec5d928c90fe4)] -> id: hp-search-btn]
2022-12-21 01:12:466 INFO  HomePage :52 - Enter job title : Accountant
2022-12-21 10:12:632 INFO  HomePage :52 - Enter job title : Tester
2022-12-21 10:12:364 INFO  HomePage :57 - Enter location : Harrow
2022-12-21 10:12:530 INFO  HomePage :62 - Select distance : up to 5 miles
2022-12-21 10:12:775 INFO  HomePage :67 - Click on more search option : [[ChromeDriver: chrome on WINDOWS (d39ff005fd21a0f142aa85854093e625)] -> id: toggle-hp-search]
2022-12-21 10:12:110 INFO  HomePage :72 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (d39ff005fd21a0f142aa85854093e625)] -> id: salarymin]
2022-12-21 10:12:197 INFO  HomePage :77 - Enter maximum salary : [[ChromeDriver: chrome on WINDOWS (d39ff005fd21a0f142aa85854093e625)] -> id: salarymax]
2022-12-21 10:12:291 INFO  HomePage :82 - Select salary type : [[ChromeDriver: chrome on WINDOWS (d39ff005fd21a0f142aa85854093e625)] -> id: salarytype]
2022-12-21 10:12:365 INFO  HomePage :87 - Select job type : [[ChromeDriver: chrome on WINDOWS (d39ff005fd21a0f142aa85854093e625)] -> id: tempperm]
2022-12-21 10:12:500 INFO  HomePage :92 - Click on find jobs button : [[ChromeDriver: chrome on WINDOWS (d39ff005fd21a0f142aa85854093e625)] -> id: hp-search-btn]
2022-12-21 10:12:244 INFO  HomePage :52 - Enter job title : Tester
2022-12-21 10:12:679 INFO  HomePage :52 - Enter job title : Test Engineer
2022-12-21 10:12:745 INFO  HomePage :57 - Enter location : London
2022-12-21 10:12:895 INFO  HomePage :62 - Select distance : up to 7 miles
2022-12-21 10:12:88 INFO  HomePage :67 - Click on more search option : [[ChromeDriver: chrome on WINDOWS (6c61e39dfbf73a4624430e6cb7817dba)] -> id: toggle-hp-search]
2022-12-21 10:12:578 INFO  HomePage :72 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (6c61e39dfbf73a4624430e6cb7817dba)] -> id: salarymin]
2022-12-21 10:12:689 INFO  HomePage :77 - Enter maximum salary : [[ChromeDriver: chrome on WINDOWS (6c61e39dfbf73a4624430e6cb7817dba)] -> id: salarymax]
2022-12-21 10:12:796 INFO  HomePage :82 - Select salary type : [[ChromeDriver: chrome on WINDOWS (6c61e39dfbf73a4624430e6cb7817dba)] -> id: salarytype]
2022-12-21 10:12:892 INFO  HomePage :87 - Select job type : [[ChromeDriver: chrome on WINDOWS (6c61e39dfbf73a4624430e6cb7817dba)] -> id: tempperm]
2022-12-21 10:12:65 INFO  HomePage :92 - Click on find jobs button : [[ChromeDriver: chrome on WINDOWS (6c61e39dfbf73a4624430e6cb7817dba)] -> id: hp-search-btn]
2022-12-21 10:12:18 INFO  HomePage :52 - Enter job title : Administrator
2022-12-21 10:12:972 INFO  HomePage :57 - Enter location : West London
2022-12-21 10:12:276 INFO  HomePage :62 - Select distance : up to 10 miles
2022-12-21 10:12:469 INFO  HomePage :67 - Click on more search option : [[ChromeDriver: chrome on WINDOWS (28d4398d1af7c9764429693abaede2bf)] -> id: toggle-hp-search]
2022-12-21 10:12:708 INFO  HomePage :72 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (28d4398d1af7c9764429693abaede2bf)] -> id: salarymin]
2022-12-21 10:12:881 INFO  HomePage :77 - Enter maximum salary : [[ChromeDriver: chrome on WINDOWS (28d4398d1af7c9764429693abaede2bf)] -> id: salarymax]
2022-12-21 10:12:03 INFO  HomePage :82 - Select salary type : [[ChromeDriver: chrome on WINDOWS (28d4398d1af7c9764429693abaede2bf)] -> id: salarytype]
2022-12-21 10:12:75 INFO  HomePage :87 - Select job type : [[ChromeDriver: chrome on WINDOWS (28d4398d1af7c9764429693abaede2bf)] -> id: tempperm]
2022-12-21 10:12:199 INFO  HomePage :92 - Click on find jobs button : [[ChromeDriver: chrome on WINDOWS (28d4398d1af7c9764429693abaede2bf)] -> id: hp-search-btn]
2022-12-21 10:12:454 INFO  HomePage :52 - Enter job title : Electrician
2022-12-21 10:12:227 INFO  HomePage :52 - Enter job title : Accountant
2022-12-21 10:12:652 INFO  HomePage :52 - Enter job title : Tester
2022-12-21 10:12:778 INFO  HomePage :57 - Enter location : Harrow
2022-12-21 10:12:865 INFO  HomePage :62 - Select distance : up to 5 miles
2022-12-21 10:12:55 INFO  HomePage :67 - Click on more search option : [[ChromeDriver: chrome on WINDOWS (9ec66625fb0a8ce0d1141bb3ab0698d7)] -> id: toggle-hp-search]
2022-12-21 10:12:490 INFO  HomePage :72 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (9ec66625fb0a8ce0d1141bb3ab0698d7)] -> id: salarymin]
2022-12-21 10:12:579 INFO  HomePage :77 - Enter maximum salary : [[ChromeDriver: chrome on WINDOWS (9ec66625fb0a8ce0d1141bb3ab0698d7)] -> id: salarymax]
2022-12-21 10:12:693 INFO  HomePage :82 - Select salary type : [[ChromeDriver: chrome on WINDOWS (9ec66625fb0a8ce0d1141bb3ab0698d7)] -> id: salarytype]
2022-12-21 10:12:778 INFO  HomePage :87 - Select job type : [[ChromeDriver: chrome on WINDOWS (9ec66625fb0a8ce0d1141bb3ab0698d7)] -> id: tempperm]
